mode,time,filtered_x,filtered_y,gt_x,gt_y,position_error,yaw_error_rad
odom,266.63,1.4525214044144887,2.079837006398634,-0.06772081897622506,1.7289220342473293,1.5602172077822662,-1.4468571347154306
odom,266.69,1.4525166505478835,2.0798674181649663,-0.06746757330791997,1.7290339729326867,1.5599474821493449,-1.4363642952438946
odom,266.75,1.4525123418101873,2.0798933888002695,-0.06688565175772432,1.7293223191502358,1.5593172665412787,-1.4243996685067721
odom,266.83,1.4525080833954216,2.0799174525836595,-0.06622770988572402,1.7296677516760566,1.5585997763310426,-1.4089518330185282
odom,266.89,1.4525067415324016,2.079924579920645,-0.06587465007553739,1.7298450073208196,1.5582162101367505,-1.3977855030628705
odom,266.95,1.4525079592050267,2.0799185257433144,-0.0651093862108798,1.7301565461715844,1.557400349769178,-1.3849854458588091
odom,267.03,1.452515539013176,2.079882941914268,-0.06423308726633703,1.7303207948866968,1.5565089431016177,-1.3684960846509686
odom,267.09,1.45252529427038,2.079839588071617,-0.06380596676936001,1.7303293451918584,1.5560905831873142,-1.3565845838887916
odom,267.15,1.4525328587004578,2.079807625773215,-0.06321928727826887,1.730330034964438,1.5555189341556155,-1.3436258892811568
odom,267.23,1.452533689861611,2.0798042856571883,-0.06281635731269386,1.7302629860304677,1.5551414358880369,-1.3275917634881866
odom,267.29,1.4525288922499326,2.0798224512452066,-0.06260131277015013,1.7301360887875,1.5549598355755367,-1.3161383180951376
odom,267.35,1.4525350317017935,2.079800655596691,-0.06199730896752165,1.729421371383192,1.5545333234573129,-1.310799417371156
odom,267.43,1.4525149120015217,2.0798679196329677,-0.06160790643297176,1.7287622364477402,1.554298269338604,-1.297215133060342
odom,267.49,1.4524956365802524,2.079928919535995,-0.061591837441091535,1.7285105220579648,1.5543345100313384,-1.281015907725209
odom,267.55,1.4525001048949446,2.079915759113901,-0.06170968052617809,1.7276726459187621,1.5546403072924893,-1.2659945524008427
odom,267.63,1.4524323056394,2.0801064267673683,-0.05992380159041932,1.7284097814056585,1.5527110244453128,-1.2547122099017864
odom,267.69,1.452552428251884,2.0797816986405606,-0.060675103560153154,1.727926410656039,1.553595734648052,-1.2475478064702321
odom,267.75,1.452480467288233,2.0799663540974533,-0.0648601678096341,1.7252845046170888,1.5582431829692085,-1.246410100642825
odom,267.83,1.4522001418564756,2.0806561721995203,-0.07090306368117716,1.7225144333392635,1.564643371453355,-1.2362853148733672
odom,267.89,1.451913202061443,2.0813322786403803,-0.07457726286085542,1.721416845762123,1.568346982756889,-1.226724175888845
odom,267.95,1.451510828902146,2.082248293933852,-0.08298738484899726,1.719204508304946,1.5768593971211309,-1.2172305272641035
odom,268.03,1.4509061329816513,2.083573421762306,-0.09162672558754803,1.7151896016905726,1.5859111761559375,-1.2068265207746445
odom,268.09,1.4505156192111603,2.084395359499905,-0.09582472724050195,1.7126283020509359,1.5904022170723078,-1.201086672806585
odom,268.15,1.4501751118553814,2.085089759152563,-0.10312048319785294,1.7076340936180552,1.5984992915406249,-1.2041756048661638
odom,268.23,1.449861106534404,2.0857054210179924,-0.1100763669461795,1.7023786303362574,1.6063450282001512,-1.207407400396763
odom,268.29,1.4499025547512099,2.0856270976643905,-0.11370323491703616,1.700495702643086,1.6103382430145277,-1.1976236885900902
odom,268.35,1.4500931327075348,2.085280139684249,-0.12305346921589155,1.6972247528371822,1.6203015813126425,-1.1811454102395225
odom,268.43,1.4502151371267373,2.0850665040632066,-0.12881415887061554,1.6927205291531564,1.627042987030771,-1.1741889132175436
odom,268.49,1.4502281882717214,2.085044949623071,-0.13154319578216533,1.6909482377985388,1.6301266606256881,-1.165833521060062
odom,268.55,1.450212378512538,2.085070810952882,-0.13673961869083584,1.6883629512504532,1.6357853671485938,-1.1625528630490847
odom,268.63,1.4501984269624293,2.085092768292089,-0.14051115465176256,1.6857508108797088,1.64007041677763,-1.1528902168518373
odom,268.69,1.450197607099614,2.085094139274513,-0.14190072446927093,1.6845741738470252,1.6417044009475223,-1.1429517327907075
odom,268.75,1.4501900097843987,2.085105096484889,-0.14392640811234614,1.682647889076108,1.6441347139462825,-1.138099180971164
odom,268.83,1.450215443774246,2.0850690825299143,-0.14550593570353154,1.681154950447227,1.6460477960917694,-1.128305966852545
odom,268.89,1.4502175671178426,2.0850662573141836,-0.14612718688056958,1.6806303441806705,1.6467801861360822,-1.1180981537528079
odom,268.95,1.4502172922026424,2.085066653016321,-0.14645966155782908,1.680089917567626,1.6472350927917063,-1.1136614606861015
odom,269.03,1.4502159539945598,2.0850683528654583,-0.1454310663008025,1.6803940926262122,1.6461624070175003,-1.1068424368725023
odom,269.09,1.4501958974607927,2.085092650610167,-0.14462882694787105,1.680798225761393,1.645271978594716,-1.0986554801602717
odom,269.15,1.450195185264249,2.0850934937457266,-0.14269543942448681,1.6821424430061311,1.643067281493188,-1.0988671822096931
odom,269.23,1.4501518120104306,2.0851425114896043,-0.1400936991202144,1.6843522802890023,1.639973656830194,-1.0981828965382052
odom,269.29,1.4501463593803987,2.085148563122703,-0.1387895964693664,1.6856740771219219,1.6383825367592866,-1.092421368508701
odom,269.35,1.4501387322655137,2.085156806747628,-0.13636866256116864,1.6885833283380611,1.6353214477947782,-1.0945326873304533
odom,269.43,1.4501031689628754,2.0851930877091127,-0.1341691257857942,1.6920087515008024,1.6323334910942022,-1.0912533453172986
odom,269.49,1.4500755280746196,2.0852206780411833,-0.13309935816060303,1.6937805236673178,1.6308488939390264,-1.0849211399418766
odom,269.55,1.450054466713701,2.085240961431014,-0.13114436669876817,1.6970450003808768,1.6281541250632856,-1.0847615048006907
odom,269.63,1.450032235378538,2.0852616739096055,-0.1295878258536236,1.6999366163168856,1.6259381715969186,-1.0748750013448964
odom,269.69,1.4500226984458247,2.085270257234674,-0.12896969560003235,1.7010616272853172,1.625064076208144,-1.0636260099338017
odom,269.75,1.4500293527536081,2.085264376111148,-0.12796659824091705,1.7025832094020616,1.6237352298662928,-1.0548010385323343
odom,269.83,1.4500245363105193,2.0852684831347252,-0.1272715191470839,1.7032997799818173,1.6228872224373538,-1.04052849214634
odom,269.89,1.4500224950518854,2.0852701450555777,-0.12709688612684467,1.7034522349373216,1.6226800235957342,-1.0266405944235022
odom,269.95,1.4500195949904602,2.0852724430374354,-0.12697999801269688,1.70353207125057,1.6225453546154256,-1.0120603177362926
odom,270.03,1.450027347586178,2.0852665863957833,-0.12698115529633913,1.703637555535087,1.6225278226765274,-0.993113716300922
odom,270.09,1.4500498553101864,2.0852500475652276,-0.1270266860474143,1.703684941333801,1.6225789187567587,-0.9789250165582877
odom,270.15,1.450185629851899,2.0851540642851547,-0.12718232710613098,1.703643684790051,1.6228492971623851,-0.9669563748991499
odom,270.23,1.4504628093226708,2.084961881090141,-0.12710818677377755,1.7034331443773736,1.6230509618192461,-0.9580061573206823
odom,270.29,1.4505605351282234,2.084896533066032,-0.12694627067977482,1.7033508812334057,1.6229925467490407,-0.9514759112670207
odom,270.35,1.450675113486397,2.0848213427435716,-0.12663038905896773,1.703195035710591,1.6228158510994144,-0.9478798641402781
odom,270.43,1.4508459119293926,2.084711726675064,-0.1263615616385403,1.7030400922382034,1.622731231970423,-0.9387540463948094
odom,270.49,1.4509857777568416,2.084623830727219,-0.1262460026315546,1.702970825787066,1.6227504753494908,-0.9307411170852877
odom,270.55,1.4511010728000402,2.084552612670962,-0.12603325815255584,1.7026783175090898,1.6227078218751114,-0.9220098081852621
odom,270.63,1.451449932104244,2.084341516973821,-0.12535135076470194,1.7036525565661647,1.6221055360960384,-0.9094368431118289
odom,270.69,1.4516131393591476,2.084246004372938,-0.12485413131460099,1.7046498254014173,1.6215246882472425,-0.9011336202771887
odom,270.75,1.4514920652576146,2.0843160117295425,-0.12425136633317369,1.7049735220621427,1.6207615761328298,-0.8942740670418925
odom,270.83,1.4516017407596276,2.0842550220068414,-0.12392958457577485,1.7042844470976108,1.6207025004330624,-0.8835248253657648
odom,270.89,1.451744670316996,2.0841773009554663,-0.12375177724599329,1.7039112601881374,1.6207378930735403,-0.8745701208069312
odom,270.95,1.452050085006519,2.084014618597597,-0.1231577552705545,1.7036608559914388,1.6204779309817905,-0.865303727265702
odom,271.03,1.4521482872556488,2.083965532979785,-0.12052736962857047,1.7077135047024523,1.6170572997080277,-0.8557442400962112
odom,271.09,1.452640088426309,2.0837196715735162,-0.11976911773753329,1.7080625497287745,1.616659823469823,-0.8505669132476525
odom,271.15,1.4527179828654992,2.083682085312059,-0.11899421745785155,1.7026392065919875,1.6172423801238165,-0.8593697215276841
odom,271.23,1.4523780885168887,2.0838407194649413,-0.1163923641922171,1.705859422255302,1.6136637178586541,-0.8593664307288241
odom,271.29,1.4525815095950627,2.0837491544863536,-0.11640584178270341,1.7052410462692222,1.613998047325191,-0.8558537293507327
odom,271.35,1.4523974688925225,2.083828270979388,-0.11622489888009913,1.70252639361851,1.614300856208506,-0.8606124934252508
odom,271.43,1.4521341724694663,2.0839372031500254,-0.11670206673375283,1.7011646567630896,1.6148566399853699,-0.8552589659947512
odom,271.49,1.4520271690888307,2.083979873059423,-0.11692823438416688,1.7019425215999249,1.6147983143406188,-0.8486984953170131
odom,271.55,1.4518840955118235,2.084035304382338,-0.11782734242823434,1.7033879357988049,1.615204760273264,-0.8379710340576436
odom,271.63,1.4516418892094949,2.0841264539323108,-0.11839793895876127,1.704515466177071,1.615280026515253,-0.8236661362183411
odom,271.69,1.4515003738970045,2.084177941775117,-0.11883067897031818,1.7042720683249248,1.6156324112499563,-0.816708146378142
odom,271.75,1.4512296091564993,2.0842744023766735,-0.11978091693824844,1.70162992865143,1.6169387330300937,-0.8084553090527458
odom,271.83,1.4510635033481627,2.084331593164624,-0.12041921435918379,1.699929291758452,1.6178142851944501,-0.7945499429707745
odom,271.89,1.450656094940148,2.0844676246688616,-0.12128828032074601,1.6999141292125737,1.618298646660131,-0.7861686029680508
odom,271.95,1.4504139877831508,2.0845465071702276,-0.12125622700702898,1.701044278979305,1.6177828108513244,-0.7757388908799865
odom,272.03,1.4503647557559136,2.084561894657293,-0.12049932689662235,1.702093596160461,1.6167547635689388,-0.7623083213102666
odom,272.09,1.4503601103298565,2.084563215786407,-0.12027414927494195,1.7026060317936853,1.6164106123902933,-0.7529741043105764
odom,272.15,1.4504024158653357,2.0845508600894567,-0.12012632671513934,1.7033775113946126,1.616123031525338,-0.7429399542147553
odom,272.23,1.4504039458189268,2.084550214612646,-0.12044811889743645,1.7023805667653606,1.6166724618670845,-0.7296350310748176
odom,272.29,1.4503550407506818,2.084563634150497,-0.12059710106754995,1.7018636336895643,1.6168951488071477,-0.7201776024661497
odom,272.35,1.4503269598291595,2.0845710725795152,-0.12071514194219368,1.7008674600828408,1.6172203769991116,-0.7096276271194137
odom,272.43,1.450334846053211,2.084569091783822,-0.12059134038994745,1.6999192547937385,1.6173325509459526,-0.6960628910692395
odom,272.49,1.4503534241024811,2.084564528437816,-0.12048330104068583,1.6994868987171996,1.6173474574035591,-0.686316506878516
odom,272.55,1.4500406791030158,2.084637559199202,-0.12135704823034654,1.7003108791083976,1.6177137616086708,-0.6758518009298238
odom,272.63,1.4497585510398143,2.084700798618879,-0.12066032405283167,1.7025303592936192,1.6162517402747985,-0.661716689512118
odom,272.69,1.4498844717235124,2.0846742773018763,-0.11975342013254586,1.7033709042991,1.615288015746302,-0.6510406180096047
odom,272.75,1.4501829459413427,2.084613491745448,-0.11814023546061847,1.702756712452996,1.6141413200876722,-0.6391860105763876
odom,272.83,1.4504563767212688,2.084560940341669,-0.11787495713280194,1.7019557869888633,1.6143264465778329,-0.6245603183409545
odom,272.89,1.4505533051752446,2.0845434602281045,-0.11799356112203441,1.7016030589667652,1.614615317247179,-0.6141744796855664
odom,272.95,1.450565963970553,2.0845413482661854,-0.11832272961086954,1.700902927949949,1.6151130518915264,-0.6024192789801959
odom,273.03,1.4504915801870144,2.0845532387282857,-0.11855901253023404,1.700257400753749,1.6154265856395023,-0.5872004669932374
odom,273.09,1.4503932726331565,2.084567828887129,-0.11860217728140388,1.6999940070516537,1.615439180623566,-0.5762251354901802
odom,273.15,1.4503109282190412,2.084579211697201,-0.11804526319609465,1.6996275170388824,1.6149083411669225,-0.564209967177064
odom,273.23,1.4502810695970179,2.084583020579885,-0.11671439827769525,1.6993544506649716,1.6136529513555822,-0.5486224907120917
odom,273.29,1.4503346251630074,2.084576952269928,-0.11582262018833767,1.6992576812192919,1.6128606442620845,-0.5371812370157907
odom,273.35,1.4504554606028186,2.0845646389842134,-0.11371296202585057,1.6991213162400651,1.6109591582025624,-0.5254636105186725
odom,273.43,1.4507177251562184,2.0845416044426335,-0.1113192605453639,1.6989996346593186,1.6089133460705969,-0.5109846893647465
odom,273.49,1.4509801287754105,2.08452226756729,-0.11006020909152703,1.6989176267235875,1.6079607817008235,-0.5004227687527225
odom,273.55,1.4513398992112356,2.084500726856951,-0.10739938421720918,1.6985978968640705,1.6057986012883234,-0.49694825195353715
odom,273.63,1.4514323954898503,2.0844963140682884,-0.10515749531741925,1.6973471055188627,1.604012655138305,-0.4865787739646106
odom,273.69,1.4513644988526486,2.0844983188840804,-0.10438774946138096,1.6967547622008547,1.6033434204447643,-0.4720324537521228
odom,273.75,1.4511860159058385,2.0845002394567382,-0.10232615904994802,1.6962905468723646,1.6012828741831693,-0.46151148257312286
odom,273.83,1.4513023203042548,2.0845013616865726,-0.09957499760526023,1.6971829446798692,1.5985105602900436,-0.45666431800237234
odom,273.89,1.45124715223344,2.0844999010659575,-0.09857536106751041,1.697352167165044,1.597445833384997,-0.4493135593362112
odom,273.95,1.4511719564849628,2.0844971596517925,-0.09619854960737229,1.6988302203047398,1.5947082715123078,-0.4509248194474771
odom,274.03,1.451178190761658,2.084497400023881,-0.09407436178135775,1.7001404561659168,1.5923365572116155,-0.4456761387795529
odom,274.09,1.451171531219139,2.0844968910894406,-0.09295527538430015,1.7009524783801142,1.5910480543942969,-0.43863242365516886
odom,274.15,1.4511158157419484,2.0844919354513283,-0.09059564985548896,1.7030340830897677,1.5882016044201983,-0.442244260543565
odom,274.23,1.4510050865892359,2.084480180111582,-0.08840805380384609,1.7060876997086973,1.5852361609679293,-0.440762983287859
odom,274.29,1.4509233863957942,2.084469944258014,-0.08741647413975517,1.7080714428910433,1.5837188381603076,-0.4355898480669263
odom,274.35,1.4507931683877906,2.084451875729933,-0.08592099193271707,1.7113843634794614,1.581350618688442,-0.4413303893633236
odom,274.43,1.4506639229630425,2.084431880437051,-0.085108430429921,1.7145137751459991,1.579694947155394,-0.44412797253311975
odom,274.49,1.4505763438706911,2.084416539055272,-0.08495662154370631,1.7154211569252098,1.5792463645383652,-0.4413434806789347
odom,274.55,1.4506457679848985,2.0844297567922556,-0.08497824558784295,1.7170657955835456,1.5789545246954424,-0.45407459113904647
odom,274.63,1.4507055135204474,2.0844420715846965,-0.08549013736914635,1.7189512895680377,1.5790758656731003,-0.4633736092664456
odom,274.69,1.4507794661674072,2.0844587575108156,-0.08596579489644185,1.7200578056452729,1.579358746809195,-0.46325095773597935
odom,274.75,1.4509299315861175,2.0844948878151324,-0.08723308951632536,1.7225755265634497,1.5801680618009655,-0.47789682996298044
odom,274.83,1.4509953420194046,2.084511441032215,-0.08911188537156711,1.724605262148045,1.5816013181143063,-0.4861416226249688
odom,274.89,1.4509949763567873,2.0845114564618985,-0.09012242567142881,1.7255927609157817,1.5823607290522361,-0.48561797908134885
odom,274.95,1.4510480891203057,2.0845269379093994,-0.09245674599161724,1.7282362649647967,1.5840928696390255,-0.4990293235468224
odom,275.03,1.4511372903280997,2.0845545738188536,-0.09511534238202657,1.731163794589894,1.586121762982605,-0.507840138979661
odom,275.09,1.4512247461078385,2.084583218097689,-0.09644811572630285,1.7324264640421445,1.5872320771345376,-0.5073065278220596
odom,275.15,1.4513256760130837,2.0846176904645706,-0.09958176769783567,1.735846561293207,1.589639959079227,-0.5204297272463951
odom,275.23,1.4514529737802737,2.0846637747500893,-0.10240391725339038,1.7382278157189743,1.5920078867652048,-0.528300619917069
odom,275.29,1.4515319467179595,2.084693641339649,-0.10406535390021343,1.7396947908208409,1.5933948564464004,-0.5273296917728918
odom,275.35,1.451559917432553,2.0847047166938313,-0.1079508104365674,1.7431658188552577,1.5964719004967363,-0.5385671312257108
odom,275.43,1.4516163705091192,2.084728181672218,-0.1108331261774369,1.7450054100096777,1.5989559066097323,-0.5442825884935933
odom,275.49,1.4516280082442286,2.0847331797580524,-0.1125401175459535,1.7461448999213145,1.6003949353146465,-0.5424355192110095
odom,275.55,1.451566267029913,2.0847055398695047,-0.11671374615637564,1.7488969361762523,1.6038296724010308,-0.5518110929769531
odom,275.63,1.4513771931807542,2.084617838742794,-0.12041930281865199,1.7504128005017314,1.60693410954579,-0.5559055497142911
odom,275.69,1.451121540122632,2.0844942017034462,-0.12173202529358118,1.7498976994808553,1.608049488523934,-0.5521930956889025
odom,275.75,1.4508629758172336,2.084365553190434,-0.1250931733157925,1.7499348099203624,1.61104987695427,-0.5534407142251614
odom,275.83,1.4505986360295502,2.084229383982334,-0.12799304969229208,1.7493349849053699,1.613724254252643,-0.5469993213282591
odom,275.89,1.450319062153035,2.084081222674902,-0.1288361476895572,1.7485190028332456,1.6144141910173055,-0.5397146778677304
odom,275.95,1.45002285249397,2.083920542966261,-0.1294202030501106,1.746117742174241,1.6151628704032774,-0.532581984571169
odom,276.03,1.449477714087725,2.083617602029101,-0.12899576715608063,1.7435537760890378,1.6146894242246503,-0.5196944052608368
odom,276.09,1.449179543546682,2.0834478528674003,-0.128375635526762,1.7422299448676055,1.6140353167639183,-0.5092058287638226
odom,276.15,1.44883066493347,2.0832455427414414,-0.12781443237913237,1.7403147926752425,1.6135089904369393,-0.4984768716132053
odom,276.23,1.448360664781309,2.082967230476792,-0.12773630063545038,1.7391218238458288,1.6131680966524011,-0.48651543146965226
odom,276.29,1.4480259046538189,2.082764651064811,-0.12768585742702143,1.738559155673026,1.612868556398137,-0.4779569976979779
odom,276.35,1.4476861619800936,2.0825552406524657,-0.12752646197507822,1.7373488449360668,1.612594885986944,-0.4687065031295034
odom,276.43,1.4471857107264279,2.0822399802773095,-0.127247277359535,1.7363074201185364,1.611989010555375,-0.4577855751573714
odom,276.49,1.4471264596932947,2.0822013990127894,-0.12694444706339336,1.735147581744262,1.6118764132459034,-0.4528655070930272
odom,276.55,1.446552424689642,2.081824363252754,-0.1288534774398684,1.731479494671909,1.6138913480793637,-0.44334001428933245
odom,276.63,1.4460849910117788,2.08151191680785,-0.13217982955309537,1.7321900263759709,1.6164608337252022,-0.4281284920380677
odom,276.69,1.4461475531021197,2.0815545158403967,-0.1332357709362455,1.732611333863053,1.6174711832051136,-0.4186395543974388
odom,276.75,1.446110603308741,2.0815280977040596,-0.13419116513711948,1.732702715366636,1.6183426172216944,-0.4120549187154099
odom,276.83,1.4461856861304108,2.081582124677456,-0.13295270106178148,1.7332899505968822,1.617091674714124,-0.3970471539588254
odom,276.89,1.446379443256086,2.081722440491562,-0.1322514206100509,1.733469286740939,1.6165876603042595,-0.387055781740854
odom,276.95,1.446516371360896,2.081823379755627,-0.13117014105712954,1.7335623564418174,1.6156671909230982,-0.3762601746643477
odom,277.03,1.4465730053772081,2.081865919624397,-0.13027250609801122,1.7330768339686937,1.614959935519172,-0.36314443150744813
odom,277.09,1.4465114517488988,2.0818186834793995,-0.1298800971504921,1.7326224770415966,1.6146046903288662,-0.35380598975853683
odom,277.15,1.4464139474631283,2.0817427232919665,-0.12944344453231782,1.7315419753619459,1.6143008033688873,-0.3453372546085274
odom,277.23,1.446088248284466,2.081481393112631,-0.13121373028187744,1.727776330162106,1.6164741888276892,-0.3333705022990312
odom,277.29,1.4456661209270993,2.081137534218252,-0.13275627270623858,1.7272932758498776,1.6175979141626824,-0.32270155164095554
odom,277.35,1.4455240539648946,2.081019649939543,-0.13508846724741908,1.7278556245460814,1.619586604984513,-0.31097203357694925
odom,277.43,1.4456117420210663,2.0810938830629273,-0.13592025123322315,1.7304588938152632,1.6199346719456298,-0.2987908345692936
odom,277.49,1.445991326253678,2.0814224253668434,-0.13509353798771517,1.7315755287410433,1.6193276996988373,-0.28789004567338594
odom,277.55,1.4464255620483453,2.081804849818472,-0.13330545833174323,1.7326848506894539,1.6178488404492433,-0.2748174825877494
odom,277.63,1.446857942355836,2.0821938297325975,-0.13198916188470733,1.7327102697857448,1.6170642959517332,-0.2598524272707645
odom,277.69,1.4470465234499044,2.082367317363616,-0.13143333509705357,1.7322602005366479,1.6168406405986078,-0.2493230103720374
odom,277.75,1.447111344704477,2.0824281660417627,-0.13048525556501556,1.7304529033197396,1.6163841185652927,-0.2375940418514615
odom,277.83,1.4470254983342938,2.082345864504293,-0.12970860759804825,1.7276903640012584,1.616128387488853,-0.22304489848262588
odom,277.89,1.4469237208991985,2.082246343779197,-0.12939773609018523,1.7262083967149096,1.6160298126937158,-0.21253239754595565
odom,277.95,1.446875274579295,2.0821974566321586,-0.13051589889901827,1.7236457219181318,1.6176285916840516,-0.2028849077124697
odom,278.03,1.4466565837522998,2.081972528245494,-0.1330399151414916,1.720697349750214,1.6204816516129084,-0.18666267327599595
odom,278.09,1.4464950767894578,2.0818019833124444,-0.13429004441593317,1.7192242494075227,1.621833595825407,-0.17478749600280663
odom,278.15,1.4463563185208226,2.08165176222934,-0.13661171877364087,1.7160881972956412,1.6246305817332505,-0.1636357966182862
odom,278.23,1.446139651203009,2.0814114164025144,-0.13668911134371609,1.712075685478867,1.6253478931238388,-0.15284674521425945
odom,278.29,1.446389114338039,2.081697446773645,-0.13690199599287034,1.7102753299893623,1.6262733868846901,-0.14112834761679593
odom,278.35,1.4465126057177935,2.081843316442069,-0.13831691211423003,1.7068975312928236,1.628578810617671,-0.12529220774887806
odom,278.43,1.446577924555123,2.081923633525853,-0.13732910122330022,1.7047282235827588,1.6282007995306933,-0.10561178248594416
odom,278.49,1.4465542523966621,2.0818936137677273,-0.13693912514299011,1.703734529856801,1.6280219806428557,-0.09351767185707027
odom,278.55,1.4465501085340138,2.081888330161219,-0.13676115095130914,1.7014763009550986,1.6283696927840798,-0.08534751116582528
odom,278.63,1.4465527246088157,2.081891915748155,-0.1367091658904478,1.6999319270832078,1.6286840230223383,-0.07335609351329575
odom,278.69,1.446554267349586,2.0818940678420303,-0.13666259737509634,1.6993617976379207,1.6287745634360093,-0.06303428001903466
odom,278.75,1.446565486177995,2.081910529070661,-0.13637051915818343,1.6984910022404618,1.628710204592687,-0.05939195293720134
odom,278.83,1.4465680913969547,2.0819144451434095,-0.13568827747593915,1.6981756731638677,1.628124891388619,-0.053464538911886184
odom,278.89,1.4465680240732472,2.0819143632271833,-0.13513351712850863,1.6982911835448604,1.6275584503880605,-0.04755927994936515
odom,278.95,1.446567567891473,2.081913612739233,-0.1336288045197085,1.6991021194944729,1.6259044297687795,-0.05524658299372164
odom,279.03,1.44653750364571,2.0818624930759086,-0.1320262837915136,1.699984091649977,1.6240981326520194,-0.059104607813842414
odom,279.09,1.4465131898778067,2.0818194819003164,-0.13124909326841916,1.7004727237233332,1.6231941264343235,-0.05630628369306345
odom,279.15,1.4465133791070797,2.081819894975144,-0.12960281148448605,1.7016381524018982,1.621320573986187,-0.06593948259161131
odom,279.23,1.446513845901203,2.0818205384284036,-0.12769592621390924,1.7038577166158895,1.6189478994999167,-0.07176144770717396
odom,279.29,1.4464834304249612,2.0817598752595665,-0.12674950896173343,1.7046166788474268,1.617806809285727,-0.06853283429117019
odom,279.35,1.4464733273083452,2.0817390604792285,-0.12470208876044797,1.70642463754585,1.6153801732473876,-0.07725053970207796
odom,279.43,1.4464719286986905,2.0817360000278713,-0.12268719458243638,1.7084106188359787,1.61295759225668,-0.08027459119605473
odom,279.49,1.4464751625873469,2.0817433317247818,-0.12167948199647949,1.7095569555157066,1.6117169999616774,-0.07671293965127246
odom,279.55,1.4464768743557088,2.081747344793309,-0.11976419428378904,1.7123319052832109,1.609216844319446,-0.08392104988470117
odom,279.63,1.4464586266799053,2.081702065341511,-0.11789707137366179,1.714862058516763,1.6067919406817561,-0.0860337573150185
odom,279.69,1.4464384925334846,2.081649580423464,-0.11689553333845648,1.7157779142118237,1.6055763303516444,-0.08269906864380916
odom,279.75,1.446427495708038,2.0816195012033654,-0.11492287795321321,1.717522766117317,1.60324091197563,-0.09214985595564795
odom,279.83,1.44641691316259,2.081588796318196,-0.11304417764667374,1.7190311667819351,1.6010518194246466,-0.09753529813900741
odom,279.89,1.4464088939220878,2.0815642008853845,-0.11215335953205763,1.7196822745939073,1.6000233831005388,-0.09557960894295126
odom,279.95,1.4464011564903325,2.081539220635435,-0.11050751434088735,1.7207954158279186,1.5981554060905463,-0.1072971569476515
odom,280.03,1.4463901523859326,2.0815013069083856,-0.10909475565367988,1.7216573940627802,1.5965653574943424,-0.11487833685435755
odom,280.09,1.4463800751239373,2.0814642888976493,-0.10848927291267252,1.722014526577568,1.5958768188979233,-0.11391447079221684
odom,280.15,1.4463716663108768,2.0814314835501317,-0.10755424943584568,1.7228152748884327,1.5947699949347496,-0.12700873722634798
odom,280.23,1.4463627095012845,2.081393726929821,-0.10708524597527802,1.7238347812939852,1.5940667959588528,-0.13482964872665493
odom,280.29,1.4463555877826253,2.0813612440664837,-0.10706055377471824,1.7244311486736752,1.593894852820607,-0.13361320679483546
odom,280.35,1.4463505909570564,2.0813368038644655,-0.10740536581857629,1.7257311669158009,1.593930030536293,-0.14600452605840486
odom,280.43,1.4463389017508521,2.0812729845621285,-0.1077287011407062,1.7265031821031052,1.5940475924808295,-0.15351319763087432
odom,280.49,1.4463434716135923,2.081301578740386,-0.10830582314429016,1.7270972869289212,1.594488980842716,-0.1521172138709972
odom,280.55,1.4463532371522423,2.0813622306300372,-0.10939968432395286,1.7275199958530196,1.5954847162519954,-0.16035664575769326
odom,280.63,1.44632226477612,2.081157554137103,-0.11088317256977565,1.7268059840156313,1.5970140291641695,-0.15711099857469812
odom,280.69,1.446305745625235,2.0810493866568334,-0.11108324848221418,1.726559214533693,1.5972237667587175,-0.15489327560169497
odom,280.75,1.4462925194796548,2.080963634067351,-0.11094101703732662,1.7262605518542289,1.5971194582073922,-0.1528382605309111
odom,280.83,1.4462822654108067,2.080897712125102,-0.11068196793986385,1.726125938678603,1.5968721411458138,-0.1532311268234954
odom,280.89,1.44628088308636,2.0808889922486777,-0.1106158606500518,1.7262064364374856,1.5967865186222614,-0.1541833907336605
odom,280.95,1.446281182722549,2.080890971387942,-0.11076801179335583,1.726349600934597,1.59690380972229,-0.15422732939126593
odom,281.03,1.4462790303105506,2.0808771603072787,-0.11081977798854226,1.726149815354475,1.596993484039218,-0.15456601353626676
odom,281.09,1.4454356878504493,2.0754695701047328,-0.11082742740602125,1.7248119864551237,1.5952791683209424,-0.15589503173462282
odom,281.15,1.4431651798483358,2.060921334196974,-0.11073731683770749,1.7136573496499468,1.5922327857981684,-0.1570574860578282
odom,281.23,1.4400204894717128,2.040797511497018,-0.11086459869484866,1.6941123309180837,1.5891617825540771,-0.15700508915120356
odom,281.29,1.437692595275367,2.0259175287219806,-0.11097447121988058,1.6840796679078744,1.5859453981562415,-0.1569885783263305
odom,281.35,1.435371196461884,2.0110870786739796,-0.1109791594779237,1.6640670813523055,1.5848098629981786,-0.15674975185213036
odom,281.43,1.432278159855717,1.991333829854423,-0.11094891939775131,1.6441326284826445,1.5818022924421362,-0.15667853247834085
odom,281.51,1.429184260207219,1.9715784137157595,-0.11090003413124716,1.6241235571971444,1.5787921050557552,-0.15676028497085626
odom,281.55,1.4276372125829466,1.9617004761042696,-0.11087186863978715,1.614123580976794,1.5772824385731543,-0.15678143733828787
odom,281.63,1.424543538433502,1.9419463360913785,-0.11084065840966506,1.5941552251210949,1.574281832705212,-0.15677148927067086
